PEILDATUM;BRIN_NUMMER;VESTIGINGSNUMMER;INSTELLINGSNAAM_VESTIGING;POSTCODE_VESTIGING;PLAATSNAAM;GEMEENTENUMMER;GEMEENTENAAM;PROVINCIE;SOORT_PO;DENOMINATIE_VESTIGING;BEVOEGD_GEZAG_NUMMER;AFSTAND;LEERLINGEN
20201001;01JH;00;Meforta College;6671DN;ZETTEN;1734;Overbetuwe;Gelderland;Vso;Protestants-Christelijk;40631;12122,8148148148;27
20201001;01JH;02;De Brouwerij;6814MK;ARNHEM;202;Arnhem;Gelderland;So;Protestants-Christelijk;40631;10676,3611111111;72
20201001;01JH;04;Meforta College;6671DN;ZETTEN;1734;Overbetuwe;Gelderland;Vso;Protestants-Christelijk;40631;6876,63043478261;92
20201001;01JH;05;Sgm. so/vso De Brouwerij;6861EE;OOSTERBEEK;274;Renkum;Gelderland;Vso;Protestants-Christelijk;40631;13115,037593985;133
20201001;01JO;00;Auris Prof. Groenschool;3813VE;AMERSFOORT;307;Amersfoort;Utrecht;So;Algemeen bijzonder;41314;10046,7677725118;211
20201001;01JO;02;Auris De Kring;4461DS;GOES;664;Goes;Zeeland;So;Algemeen bijzonder;41314;18599,9285714286;154
20201001;01JO;03;Auris College Leiden;2324VN;LEIDEN;546;Leiden;Zuid-Holland;Vso;Protestants-Christelijk;41314;10840,2790697674;86
20201001;01JO;04;de Weerklank;2324VN;LEIDEN;546;Leiden;Zuid-Holland;So;Protestants-Christelijk;41314;6483,88976377953;127
20201001;01JO;05;De Weerklank;2402VA;ALPHEN AAN DEN RIJN;484;Alphen aan den Rijn;Zuid-Holland;So;Protestants-Christelijk;41314;5158,6847826087;92
20201001;01JO;06;De Spreekhoorn;4812GE;BREDA;758;Breda;Noord-Brabant;So;Rooms-Katholiek;41314;7392,56043956044;182
20201001;01JO;07;Auris Florant;5042CS;TILBURG;855;Tilburg;Noord-Brabant;So;Rooms-Katholiek;41314;5196,49723756906;181
20201001;01JO;08;Auris Montaal;4621CH;BERGEN OP ZOOM;748;Bergen op Zoom;Noord-Brabant;So;Rooms-Katholiek;41314;10186,5;116
20201001;01JO;09;Auris College;3067PW;ROTTERDAM;599;Rotterdam;Zuid-Holland;Vso;Algemeen bijzonder;41314;13374,4827586207;88
20201001;01JO;10;Auris Hildernisseschool;3028XW;ROTTERDAM;599;Rotterdam;Zuid-Holland;So;Algemeen bijzonder;41314;6495,08333333333;180
20201001;01JO;11;Auris Taalplein;2805AR;GOUDA;513;Gouda;Zuid-Holland;So;Algemeen bijzonder;41314;5751;90
20201001;01JO;12;Auris Rotsoord;3523CL;UTRECHT;344;Utrecht;Utrecht;So;Algemeen bijzonder;41314;8265,73652694611;167
20201001;01JO;13;Auris Ammanschool;3319HR;DORDRECHT;505;Dordrecht;Zuid-Holland;So;Algemeen bijzonder;41314;6456,74166666667;120
20201001;01JO;14;Auris Dr. M. Polanoschool;3076EB;ROTTERDAM;599;Rotterdam;Zuid-Holland;So;Algemeen bijzonder;41314;12113,9038461538;105
20201001;01JO;15;Auris Fortaal BMS;3563VJ;UTRECHT;344;Utrecht;Utrecht;So;Algemeen bijzonder;41314;7868,07333333333;150
20201001;01JO;17;Prof. van Gilseschool Haarlem;2015KN;HAARLEM;392;Haarlem;Noord-Holland;So;Algemeen bijzonder;41314;7004,00854700855;117
20201001;01JO;18;Prof. van Gilseschool;2134XS;HOOFDDORP;394;Haarlemmermeer;Noord-Holland;So;Algemeen bijzonder;41314;5369;35
20201001;01JO;19;Prof. van Gilseschool;1962WN;HEEMSKERK;396;Heemskerk;Noord-Holland;So;Algemeen bijzonder;41314;3690,9375;32
20201001;01JO;20;Auris Taalfontein;3078PE;ROTTERDAM;599;Rotterdam;Zuid-Holland;So;Algemeen bijzonder;41314;4768,75862068965;174
20201001;01JO;21;Auris Fortaal Taalkring;3563EN;UTRECHT;344;Utrecht;Utrecht;So;Algemeen bijzonder;41314;4546,74074074074;108
20201001;01JO;22;Auris Taalkring;1212CB;HILVERSUM;402;Hilversum;Noord-Holland;So;Algemeen bijzonder;41314;6333,83333333333;48
20201001;01JO;23;Auris College Goes;4461NB;GOES;664;Goes;Zeeland;Vso;Algemeen bijzonder;41314;19453,3703703704;81
20201001;01JQ;00;SSBO De Windvang;2221CE;KATWIJK ZH;537;Katwijk;Zuid-Holland;Sbo;Protestants-Christelijk;41008;4362,80392156863;102
20201001;01JR;00;VSO School Werkenrode;6561KE;GROESBEEK;1945;Berg en Dal;Gelderland;Vso;Algemeen bijzonder;41531;18436,16;175
20201001;01JR;02;Werkenrode;6562BA;GROESBEEK;1945;Berg en Dal;Gelderland;Vso;Algemeen bijzonder;41531;17793,4042553192;47
20201001;01JW;00;SBO De Kristal;3607TC;MAARSSEN;1904;Stichtse Vecht;Utrecht;Sbo;Algemeen bijzonder;41879;2712,72413793103;116
20201001;01KI;00;SSVO School De Sprong;3953MC;MAARSBERGEN;1581;Utrechtse Heuvelrug;Utrecht;Vso;Openbaar;42756;10238,6744186047;43
20201001;01KI;02;De Heuvelrug (De Lindenhorst);3707CC;ZEIST;355;Zeist;Utrecht;Vso;Algemeen bijzonder;42756;2488,48148148148;28
20201001;01KJ;00;De Keerkring;3443EJ;WOERDEN;632;Woerden;Utrecht;Sbo;Algemeen bijzonder;70002;5818,13636363636;198
20201001;01KX;00;Bets Frijlingschool;1442EC;PURMEREND;439;Purmerend;Noord-Holland;So;Algemeen bijzonder;24922;4267,8275862069;59
20201001;01KY;00;SSBO De Baldakijn;9501TJ;STADSKANAAL;37;Stadskanaal;Groningen;Sbo;Algemeen bijzonder;41358;8078,09793814433;195
20201001;01KZ;00;SBO;7681ZN;VROOMSHOOP;1700;Twenterand;Overijssel;Sbo;Protestants-Christelijk;61751;2897,64864864865;111
20201001;01LB;00;De Ruimte;1862PX;BERGEN NH;373;Bergen (NH.);Noord-Holland;So;Algemeen bijzonder;40837;11543,0495867769;121
20201001;01LB;00;De Ruimte;1862PX;BERGEN NH;373;Bergen (NH.);Noord-Holland;Vso;Algemeen bijzonder;40837;8017,25;24
20201001;01LP;00;Nexus, jouw impuls;1701AA;HEERHUGOWAARD;398;Heerhugowaard;Noord-Holland;Sbo;Algemeen bijzonder;41008;4938,89361702128;94
20201001;01MI;00;Heliomare Onderwijs;1963KL;HEEMSKERK;396;Heemskerk;Noord-Holland;So;Algemeen bijzonder;40837;6813,74193548387;155
20201001;01MI;00;Heliomare Onderwijs;1963KL;HEEMSKERK;396;Heemskerk;Noord-Holland;Vso;Algemeen bijzonder;40837;10516,0408653846;416
20201001;01OY;00;Kraaienest;2631NC;NOOTDORP;1926;Pijnacker-Nootdorp;Zuid-Holland;So;Algemeen bijzonder;20281;4735,15151515152;66
20201001;01OY;00;Kraaienest;2631NC;NOOTDORP;1926;Pijnacker-Nootdorp;Zuid-Holland;Vso;Algemeen bijzonder;20281;3529,72307692308;65
20201001;01OZ;00;P.I-school Hondsberg;5062JT;OISTERWIJK;824;Oisterwijk;Noord-Brabant;So;Algemeen bijzonder;50143;14085,8732394366;71
20201001;01OZ;00;P.I-school Hondsberg;5062JT;OISTERWIJK;824;Oisterwijk;Noord-Brabant;Vso;Algemeen bijzonder;50143;36139,4285714286;42
20201001;01PA;00;Emiliusschool;5691AE;SON EN BREUGEL;848;Son en Breugel;Noord-Brabant;So;Algemeen bijzonder;82253;16698,890625;64
20201001;01PA;00;Emiliusschool;5691AE;SON EN BREUGEL;848;Son en Breugel;Noord-Brabant;Vso;Algemeen bijzonder;82253;12670,4507042254;71
20201001;01PD;00;Hub Nrd-Brabant vest. Rosmalen;5244PE;ROSMALEN;796;'s-Hertogenbosch;Noord-Brabant;So;Algemeen bijzonder;82292;9036,88746803069;391
20201001;01PD;00;Hub Nrd-Brabant vest. Rosmalen;5244PE;ROSMALEN;796;'s-Hertogenbosch;Noord-Brabant;Vso;Algemeen bijzonder;82292;9751,5223880597;67
20201001;01PJ;00;De Groote Aard SO-VSO;5521TP;EERSEL;770;Eersel;Noord-Brabant;So;Algemeen bijzonder;44201;8340,3;51
20201001;01PJ;00;De Groote Aard SO-VSO;5521TP;EERSEL;770;Eersel;Noord-Brabant;Vso;Algemeen bijzonder;44201;7807,72222222222;74
20201001;01QH;00;Sgm Klein Borculo;7271NS;BORCULO;1859;Berkelland;Gelderland;Vso;Interconfessioneel;83189;20137,8780487805;246
20201001;01QH;01;Sgm Klein Borculo;7006HA;DOETINCHEM;222;Doetinchem;Gelderland;Vso;Interconfessioneel;83189;13902,9093023256;431
20201001;01QH;05;Sgm Klein Borculo;7602PT;ALMELO;141;Almelo;Overijssel;Vso;Interconfessioneel;83189;7456,01041666667;96
20201001;01QH;06;Sgm Klein Borculo;7241NB;LOCHEM;262;Lochem;Gelderland;Vso;Interconfessioneel;83189;24587,21875;32
20201001;01RB;00;ZMLK De Maaskei;6004XL;WEERT;988;Weert;Limburg;Vso;Rooms-Katholiek;44813;9768,89361702128;47
20201001;01RB;01;ZMLK De Maaskei;6006AH;WEERT;988;Weert;Limburg;So;Rooms-Katholiek;44813;7110,08;25
20201001;01RB;02;Maaskei;6081NN;HAELEN;1640;Leudal;Limburg;So;Rooms-Katholiek;44813;14522,75;4
20201001;01RB;02;Maaskei;6081NN;HAELEN;1640;Leudal;Limburg;Vso;Rooms-Katholiek;44813;12253,8333333333;6
20201001;01RE;00;Mari?ndael -SO;7009ND;DOETINCHEM;222;Doetinchem;Gelderland;So;Algemeen bijzonder;40631;8913,97435897436;79
20201001;01ST;00;Rehoboth SBO, Ochten;4051KA;OCHTEN;1740;Neder-Betuwe;Gelderland;Sbo;Reformatorisch;84515;9441,14606741573;89
20201001;01TQ;00;ZMLK School Klimop;1217EA;HILVERSUM;402;Hilversum;Noord-Holland;So;Protestants-Christelijk;42687;8463,10344827586;29
20201001;01TQ;00;ZMLK School Klimop;1217EA;HILVERSUM;402;Hilversum;Noord-Holland;Vso;Protestants-Christelijk;42687;6798,25;56
20201001;01TQ;02;ZMLK School Klimop;1403NH;BUSSUM;1942;Gooise Meren;Noord-Holland;So;Protestants-Christelijk;42687;7297,21538461538;65
20201001;01TQ;02;ZMLK School Klimop;1403NH;BUSSUM;1942;Gooise Meren;Noord-Holland;Vso;Protestants-Christelijk;42687;8182,0987654321;81
20201001;01TQ;03;ZMLK School Klimop;1271AA;HUIZEN;406;Huizen;Noord-Holland;Vso;Protestants-Christelijk;42687;7458,18421052632;114
20201001;01UB;00;VSO Parcours;5021XA;TILBURG;855;Tilburg;Noord-Brabant;Vso;Rooms-Katholiek;73114;7185,03243243243;187
20201001;01UC;00;Yulius Onderwijs;2992KZ;BARENDRECHT;489;Barendrecht;Zuid-Holland;So;Algemeen bijzonder;85256;8478,79375;160
20201001;01UC;01;Yulius DB MFC;3072KG;ROTTERDAM;599;Rotterdam;Zuid-Holland;Vso;Algemeen bijzonder;85256;7385,55319148936;47
20201001;01UC;05;Yulius De Fjord;2906RN;CAPELLE AAN DEN IJSSEL;502;Capelle aan den IJssel;Zuid-Holland;Vso;Algemeen bijzonder;85256;12349,9019607843;51
20201001;01UC;06;Yulius De Gaard;3206AG;SPIJKENISSE;1930;Nissewaard;Zuid-Holland;Vso;Algemeen bijzonder;85256;6676,70526315789;96
20201001;01UC;08;Drechtster College;3328GD;DORDRECHT;505;Dordrecht;Zuid-Holland;Vso;Algemeen bijzonder;85256;7219,29761904762;169
20201001;01UC;09;Yulius Het Tij;3311DB;DORDRECHT;505;Dordrecht;Zuid-Holland;Vso;Algemeen bijzonder;85256;6260,63448275862;145
20201001;01UC;12;De Atlas;3315WX;DORDRECHT;505;Dordrecht;Zuid-Holland;So;Algemeen bijzonder;85256;4944,09032258065;155
20201001;01UC;15;Yulius IIex College;3118GC;SCHIEDAM;606;Schiedam;Zuid-Holland;Vso;Algemeen bijzonder;85256;6238,57291666667;96
20201001;01UC;16;Yulius Heer Bokel College;3032AD;ROTTERDAM;599;Rotterdam;Zuid-Holland;Vso;Algemeen bijzonder;85256;9086,7578125;128
20201001;01UC;19;Yulius Lingewaal College;4206BC;GORINCHEM;512;Gorinchem;Zuid-Holland;Vso;Algemeen bijzonder;85256;11830,2676056338;71
20201001;01UC;21;Yulius Discovery College;2994GC;BARENDRECHT;489;Barendrecht;Zuid-Holland;Vso;Algemeen bijzonder;85256;8389,42564102564;195
20201001;01UC;23;Middelland College;3021LP;ROTTERDAM;599;Rotterdam;Zuid-Holland;Vso;Algemeen bijzonder;85256;8628,27868852459;61
20201001;01UC;24;Reijerwaard College;3082VS;ROTTERDAM;599;Rotterdam;Zuid-Holland;Vso;Algemeen bijzonder;85256;8200,203125;64
20201001;01UC;25;Lombardia;3076GE;ROTTERDAM;599;Rotterdam;Zuid-Holland;So;Algemeen bijzonder;85256;6650,84158415842;101
20201001;01UO;00;De Buitenhof;6419PJ;HEERLEN;917;Heerlen;Limburg;So;Algemeen bijzonder;41821;8420,22388059702;67
20201001;01UO;00;De Buitenhof;6419PJ;HEERLEN;917;Heerlen;Limburg;Vso;Algemeen bijzonder;41821;8349,28712871287;202
20201001;01UO;01;Buitenhof;6226NB;MAASTRICHT;935;Maastricht;Limburg;So;Algemeen bijzonder;41821;11822,3684210526;19
20201001;01UO;01;Buitenhof;6226NB;MAASTRICHT;935;Maastricht;Limburg;Vso;Algemeen bijzonder;41821;25090,9;10
20201001;01UQ;00;De Wijnberg;5915HB;VENLO;983;Venlo;Limburg;So;Rooms-Katholiek;85581;15482,8854166667;96
20201001;01UQ;00;De Wijnberg;5915HB;VENLO;983;Venlo;Limburg;Vso;Rooms-Katholiek;85581;18718,5176470588;85
20201001;01UQ;03;Sch v Langd Zieke Kind;5801VD;VENRAY;984;Venray;Limburg;So;Rooms-Katholiek;85581;5406,38461538462;13
20201001;01UQ;04;Sch v Langd Zieke Kind;6006AH;WEERT;988;Weert;Limburg;So;Rooms-Katholiek;85581;8636,57142857143;14
20201001;01UQ;05;De Wijnberg;6043HK;ROERMOND;957;Roermond;Limburg;So;Rooms-Katholiek;85581;7993,05263157895;38
20201001;01UQ;05;De Wijnberg;6043HK;ROERMOND;957;Roermond;Limburg;Vso;Rooms-Katholiek;85581;12876,5714285714;28
20201001;01UR;00;IKEC-Hoorn;1624EH;HOORN NH;405;Hoorn;Noord-Holland;Sbo;Algemeen bijzonder;42635;4968,71470588235;340
20201001;01VE;00;GBS De Bron;3771CS;BARNEVELD;203;Barneveld;Gelderland;Bo;Gereformeerd vrijgemaakt;40945;2596,74825174825;143
20201001;01VF;00;SBO Professor Dumont;1107NG;AMSTERDAM;363;Amsterdam;Noord-Holland;Sbo;Algemeen bijzonder;77690;3223,78260869565;115
20201001;01VG;00;Jenaplansch T Vlot;9602KZ;HOOGEZAND;1952;Midden-Groningen;Groningen;Bo;Algemeen bijzonder;40865;2522,63636363636;132
20201001;01VG;01;Peter Petersenschool;9751SL;HAREN GN;14;Groningen;Groningen;Bo;Algemeen bijzonder;40865;1503,69888475836;269
20201001;01VI;00;De Parkschool;3813LW;AMERSFOORT;307;Amersfoort;Utrecht;Bo;Protestants-Christelijk;30010;618,615789473684;190
20201001;01VQ;00;Rk Bs Beekvliet;1991ET;VELSERBROEK;453;Velsen;Noord-Holland;Bo;Rooms-Katholiek;40257;935,535714285714;451
20201001;01VR;00;Montessorischool;2912CR;NIEUWERKERK AD IJSSEL;1892;Zuidplas;Zuid-Holland;Bo;Algemeen bijzonder;41226;1832,82589285714;224
20201001;01VY;00;Basissch De Lingewaard;4241CA;ARKEL;1978;Molenlanden;Zuid-Holland;Bo;Openbaar;41638;212,321428571429;252
20201001;01WQ;00;Geref Basissch De Rank;9301KE;RODEN;1699;Noordenveld;Drenthe;Bo;Gereformeerd vrijgemaakt;42607;1872,00847457627;118
20201001;01WU;00;Vrije Sch De Regenboog;5643CJ;EINDHOVEN;772;Eindhoven;Noord-Brabant;Bo;Antroposofisch;30027;2734,48214285714;450
20201001;01WX;00;De Alk;1813KE;ALKMAAR;361;Alkmaar;Noord-Holland;So;Algemeen bijzonder;40837;7047,58955223881;134
20201001;01WX;00;De Alk;1813KE;ALKMAAR;361;Alkmaar;Noord-Holland;Vso;Algemeen bijzonder;40837;7907,45833333333;168
20201001;01XH;00;Basisschool De Ammers;2964CC;GROOT-AMMERS;1978;Molenlanden;Zuid-Holland;Bo;Openbaar;41638;737,178861788618;123
20201001;01XT;00;De Balans Chr. Sch. v. SBO;2901CL;CAPELLE AAN DEN IJSSEL;502;Capelle aan den IJssel;Zuid-Holland;Sbo;Protestants-Christelijk;43227;3535,54651162791;86
20201001;01XU;00;Hildegaertschool;3055TE;ROTTERDAM;599;Rotterdam;Zuid-Holland;Bo;Protestants-Christelijk;40774;981,130325814536;400
20201001;01ZA;00;SSBO De Wissel;4002AZ;TIEL;281;Tiel;Gelderland;Sbo;Algemeen bijzonder;41876;4598,62011173184;179
20201001;02AC;00;Beekdal VSO;3816AJ;AMERSFOORT;307;Amersfoort;Utrecht;Vso;Protestants-Christelijk;21712;6763,06329113924;158
20201001;02AJ;00;Chr SSBO De Vogelhorst;3772TX;BARNEVELD;203;Barneveld;Gelderland;Sbo;Protestants-Christelijk;25897;5153,68449197861;187
20201001;02BJ;00;Aquamarijn;8918CT;LEEUWARDEN;80;Leeuwarden;Friesland;Sbo;Protestants-Christelijk;40636;4664,13087248322;298
20201001;02CK;00;Mytylschool De Sprienke;4462JA;GOES;664;Goes;Zeeland;So;Algemeen bijzonder;41312;15179,0547945205;73
20201001;02CK;00;Mytylschool De Sprienke;4462JA;GOES;664;Goes;Zeeland;Vso;Algemeen bijzonder;41312;14280,7819548872;133
20201001;02CO;00;Chr SSBO De Wegwijzer;3241AD;MIDDELHARNIS;1924;Goeree-Overflakkee;Zuid-Holland;Sbo;Protestants-Christelijk;30837;7588,04615384615;65
20201001;02CP;00;De Wingerd;8072BW;NUNSPEET;302;Nunspeet;Gelderland;So;Protestants-Christelijk;41671;7651,51515151515;33
20201001;02CP;00;De Wingerd;8072BW;NUNSPEET;302;Nunspeet;Gelderland;Vso;Protestants-Christelijk;41671;7998,16216216216;37
20201001;02CQ;00;SSBO De Vlinderboom;6681BN;BEMMEL;1705;Lingewaard;Gelderland;Sbo;Rooms-Katholiek;71956;5965,10245901639;244
20201001;02CX;00;SSBO Koningin Emma;3861LT;NIJKERK GLD;267;Nijkerk;Gelderland;Sbo;Protestants-Christelijk;41671;6639,42268041237;97
20201001;02DE;00;Bernardusschool;2597EE;'S-GRAVENHAGE;518;'s-Gravenhage;Zuid-Holland;So;Rooms-Katholiek;20281;5205,70886075949;79
20201001;02DE;01;Bernardusschool;2597GV;'S-GRAVENHAGE;518;'s-Gravenhage;Zuid-Holland;Vso;Rooms-Katholiek;20281;4968,33928571429;56
20201001;02EG;00;SBO De Fontein;5981DS;PANNINGEN;1894;Peel en Maas;Limburg;Sbo;Rooms-Katholiek;47959;3801,17142857143;35
20201001;02EH;00;SSBO De Zeearend;1945NC;BEVERWIJK;375;Beverwijk;Noord-Holland;Sbo;Algemeen bijzonder;41008;2332,75294117647;85
20201001;02EJ;00;Leidse Buitenschool;2224CD;KATWIJK ZH;537;Katwijk;Zuid-Holland;So;Algemeen bijzonder;41008;7371,62809917355;121
20201001;02EP;00;Caleidoscoop;8924JK;LEEUWARDEN;80;Leeuwarden;Friesland;So;Algemeen bijzonder;41414;7938,11678832117;137
20201001;02EP;03;Piet Bakkerschool;8601XC;SNEEK;1900;Sudwest-Fryslan;Friesland;So;Algemeen bijzonder;41414;13216,75;8
20201001;02FI;00;SBO De Diamant;2671GM;NAALDWIJK;1783;Westland;Zuid-Holland;Sbo;Protestants-Christelijk;41454;3486,03448275862;348
20201001;02GA;00;Koetsveldschool;2542TC;'S-GRAVENHAGE;518;'s-Gravenhage;Zuid-Holland;So;Protestants-Christelijk;70176;3055,81651376147;109
20201001;02GA;00;Koetsveldschool;2542TC;'S-GRAVENHAGE;518;'s-Gravenhage;Zuid-Holland;Vso;Protestants-Christelijk;70176;3254,34285714286;105
20201001;02GD;00;OCR Het Roessingh;7522AH;ENSCHEDE;153;Enschede;Overijssel;So;Algemeen bijzonder;25859;11028,2065217391;92
20201001;02GD;00;OCR Het Roessingh;7522AH;ENSCHEDE;153;Enschede;Overijssel;Vso;Algemeen bijzonder;25859;13761,5227272727;132
20201001;02GD;05;De Meander;7581PW;LOSSER;168;Losser;Overijssel;So;Algemeen bijzonder;25859;12397,5;10
20201001;02GD;05;De Meander;7581PW;LOSSER;168;Losser;Overijssel;Vso;Algemeen bijzonder;25859;8869,2;10
20201001;02GM;00;Daniel de Brouwerschool;7384AN;WILP GLD;285;Voorst;Gelderland;So;Rooms-Katholiek;30605;10112,1911764706;68
20201001;02GM;00;Daniel de Brouwerschool;7384AN;WILP GLD;285;Voorst;Gelderland;Vso;Rooms-Katholiek;30605;11620,9551282051;156
20201001;02KX;00;VSO-St. Jozef;6267NL;CADIER EN KEER;1903;Eijsden-Margraten;Limburg;So;Rooms-Katholiek;41821;16156,4;5
20201001;02KX;00;VSO-St. Jozef;6267NL;CADIER EN KEER;1903;Eijsden-Margraten;Limburg;Vso;Rooms-Katholiek;41821;16329,9090909091;11
20201001;02KX;03;St. Jozef GJI;6267NL;CADIER EN KEER;1903;Eijsden-Margraten;Limburg;Vso;Rooms-Katholiek;41821;8214,53968253968;63
20201001;02KX;04;St. Jozefschool;6129CA;URMOND;971;Stein;Limburg;Vso;Rooms-Katholiek;41821;6947,72727272727;33
20201001;02NY;00;De Klaproos;6815EC;ARNHEM;202;Arnhem;Gelderland;Sbo;Samenwerking PC, RK;41645;3920,35862068966;145
20201001;02PQ;00;Intermetzo Onderwijs;7211LC;EEFDE;262;Lochem;Gelderland;Vso;Protestants-Christelijk;41635;2353,19718309859;71
20201001;02PQ;05;LSG Rentray;7415CD;DEVENTER;150;Deventer;Overijssel;Vso;Protestants-Christelijk;41635;6843,44117647059;34
20201001;02QV;00;Mytylschool Ulingshof;5915PM;VENLO;983;Venlo;Limburg;So;Rooms-Katholiek;44813;11938,5671641791;67
20201001;02QV;00;Mytylschool Ulingshof;5915PM;VENLO;983;Venlo;Limburg;Vso;Rooms-Katholiek;44813;14055,7692307692;26
20201001;02RC;00;SSBO De Driemaster;4615BP;BERGEN OP ZOOM;748;Bergen op Zoom;Noord-Brabant;Sbo;Rooms-Katholiek;40517;5696,85714285714;189
20201001;02RF;00;Berg en Bosch Onderwijs;3723MB;BILTHOVEN;310;De Bilt;Utrecht;So;Algemeen bijzonder;41879;11411,5568181818;88
20201001;02RF;00;Berg en Bosch Onderwijs;3723MB;BILTHOVEN;310;De Bilt;Utrecht;Vso;Algemeen bijzonder;41879;12902,6;230
20201001;02RF;01;Berg en Boschschool;3994AD;HOUTEN;321;Houten;Utrecht;So;Algemeen bijzonder;41879;8420,54285714286;105
20201001;02RF;01;Berg en Boschschool;3994AD;HOUTEN;321;Houten;Utrecht;Vso;Algemeen bijzonder;41879;11627,621761658;193
20201001;02RG;00;SBO De Maremak;5283XH;BOXTEL;757;Boxtel;Noord-Brabant;Sbo;Rooms-Katholiek;40706;3069,42424242424;33
20201001;02RH;00;Het Berkenhofcollege;4812XN;BREDA;758;Breda;Noord-Brabant;Vso;Rooms-Katholiek;41200;14447,2;175
20201001;02RH;01;De Fakkel;4703JB;ROOSENDAAL;1674;Roosendaal;Noord-Brabant;So;Rooms-Katholiek;41200;8234,96323529412;136
20201001;02RH;02;Het Aventurijncollege;4616AX;BERGEN OP ZOOM;748;Bergen op Zoom;Noord-Brabant;Vso;Rooms-Katholiek;41200;12229,9378881988;161
20201001;02RH;12;De Kei;4818CG;BREDA;758;Breda;Noord-Brabant;Vso;Rooms-Katholiek;41200;12199,6172839506;81
20201001;02RH;13;De Singel;4811SZ;BREDA;758;Breda;Noord-Brabant;So;Rooms-Katholiek;41200;9455,3023255814;86
20201001;02RH;14;Het Brederocollege;4819HG;BREDA;758;Breda;Noord-Brabant;Vso;Rooms-Katholiek;41200;12554,3445378151;358
20201001;02RH;15;Het Olivijncollege;4641RM;OSSENDRECHT;873;Woensdrecht;Noord-Brabant;Vso;Rooms-Katholiek;41200;0;16
20201001;02RK;00;Het Kasteel;4834LD;BREDA;758;Breda;Noord-Brabant;So;Rooms-Katholiek;41407;8774,70557029178;378
20201001;02RM;00;Beukenrode Onderwijs;3941ZP;DOORN;1581;Utrechtse Heuvelrug;Utrecht;Vso;Rooms-Katholiek;40132;14399,1111111111;90
20201001;02RM;01;Beukenrode Onderwijs;3984NK;ODIJK;312;Bunnik;Utrecht;Vso;Rooms-Katholiek;40132;8443,2;15
20201001;02RO;00;De Kom Sch v SO VSO ZMLK;6651TG;DRUTEN;225;Druten;Gelderland;So;Rooms-Katholiek;41531;12457,6333333333;60
20201001;02RO;00;De Kom Sch v SO VSO ZMLK;6651TG;DRUTEN;225;Druten;Gelderland;Vso;Rooms-Katholiek;41531;11158,2619047619;84
20201001;02RO;02;De Kom-Linawijs;4101AL;CULEMBORG;216;Culemborg;Gelderland;So;Rooms-Katholiek;41531;3705;1
20201001;02RO;02;De Kom-Linawijs;4101AL;CULEMBORG;216;Culemborg;Gelderland;Vso;Rooms-Katholiek;41531;10868,6;5
20201001;02RO;03;De Kom;6651ZJ;DRUTEN;225;Druten;Gelderland;Vso;Rooms-Katholiek;41531;10065,3076923077;26
20201001;02RQ;00;RK SSBO St Vincentius;1131BJ;VOLENDAM;385;Edam-Volendam;Noord-Holland;Sbo;Rooms-Katholiek;72853;1937,91358024691;81
20201001;02RS;00;SBO De Blinker;6166XM;GELEEN;1883;Sittard-Geleen;Limburg;Sbo;Algemeen bijzonder;83280;3434,38607594937;159
20201001;02RT;00;SSBO Petrus Donders;5421HB;GEMERT;1652;Gemert-Bakel;Noord-Brabant;Sbo;Rooms-Katholiek;32580;3780,27516778523;149
20201001;02RU;00;SSBO De Piramide;6591JE;GENNEP;907;Gennep;Limburg;Sbo;Rooms-Katholiek;37663;5291,10256410256;117
20201001;02RV;00;Mikado;6591MD;GENNEP;907;Gennep;Limburg;So;Rooms-Katholiek;41531;10605,7045454545;44
20201001;02RV;00;Mikado;6591MD;GENNEP;907;Gennep;Limburg;Vso;Rooms-Katholiek;41531;10199,3139534884;86
20201001;02RV;02;Foooocus Cijck;5431BW;CUIJK;1684;Cuijk;Noord-Brabant;Vso;Rooms-Katholiek;41531;9499,14285714286;7
20201001;02SG;00;SBO De Toermalijn;5702PW;HELMOND;794;Helmond;Noord-Brabant;Sbo;Rooms-Katholiek;30240;2583,35784313725;204
20201001;02SJ;00;Hub N-Brabant St VSO Rosmalen;5244GD;ROSMALEN;796;'s-Hertogenbosch;Noord-Brabant;Vso;Rooms-Katholiek;82292;10152,820971867;391
20201001;02SJ;01;Hub Noord-Brabant;5282RL;BOXTEL;757;Boxtel;Noord-Brabant;So;Rooms-Katholiek;82292;6794,86666666667;31
20201001;02SJ;01;Hub Noord-Brabant;5282RL;BOXTEL;757;Boxtel;Noord-Brabant;Vso;Rooms-Katholiek;82292;6271,82608695652;46
20201001;02SK;00;Mytylschool Gabriel;5223KE;'S-HERTOGENBOSCH;796;'s-Hertogenbosch;Noord-Brabant;So;Rooms-Katholiek;74127;10850,74375;160
20201001;02SK;00;Mytylschool Gabriel;5223KE;'S-HERTOGENBOSCH;796;'s-Hertogenbosch;Noord-Brabant;Vso;Rooms-Katholiek;74127;11989,0909090909;77
20201001;02SO;00;SSBO Don Bosco;2162VW;LISSE;553;Lisse;Zuid-Holland;Sbo;Rooms-Katholiek;41008;3836,72972972973;148
20201001;02SP;00;Don Boscoschool ZMOK;6222AM;MAASTRICHT;935;Maastricht;Limburg;Vso;Rooms-Katholiek;41373;8149;46
